"ID","区分","機種名","型式名","慣用名","短縮名","メーカー","内規","カテゴリー","型式番号","導入開始日","スマート","遊タイム","有効"
"10350","P","PA GoGo富士山","PAGoGo富士山T",,"GoGo富士山","A-gon",,"その他","5P0026","2025/11/4","0","0","1"
"10349","S","スマスロ 新鬼武者3","L新鬼武者3SA",,"L新鬼武者3","レオスター","6.5号機","AT","5S0507","2025/10/6","1","0","1"
"10348","P","e ベルセルク無双 第2章","eベルセルク無双2H3",,"eベルセルク無双 第2章","ニューギン",,"その他","510362","2025/10/6","1","0","1"
"10347","P","デカスタPシュタインズ・ゲート ゼロ まゆしぃば～じょん","PSTEINS;GATE0N3",,"シュタゲゼロ","ニューギン",,"甘デジ","510196","2025/10/6","0","0","1"
"10346","P","PA義風堂々!!～兼続と慶次～3 99Ver.","PA義風堂々!!~兼続と慶次~3N-X",,"義風堂々!!3 99Ver.","ニューギン",,"甘デジ","510228","2025/10/6","0","0","1"
"10345","P","eルパン三世VSキャッツ・アイ","eルパン三世VSキャッツアイMAH4",,"eルパン三世VSキャッツ・アイ","平和",,"ライトミドル","5P0807","2025/11/4","1","0","1"
"10344","P","Pメイドインアビス 奈落の連環蝕","PメイドインアビスSL",,"メイドインアビス 奈落の連環蝕","メーシー",,"ライトミドル","410919","2025/11/17","0","0","1"
"10343","P","P 冬のソナタ My Memory SWEET Version","P冬のソナタMyMemoryMA2",,"冬ソナ My Memory SWEET Version","京楽",,"甘デジ","5P0292","2025/10/6","0","0","1"
"10342","P","Pはねものファインプレー","PファインプレーH3",,"はねものファインプレー","マルホン",,"その他","5P1020","2025/10/20","0","0","1"
"10341","P","e源外伝 EPISODE OF -大龍-","e源外伝EHLG",,"e源外伝","三洋物産",,"ライトミドル","5P0711","2025/11/4","1","0","1"
"10340","S","スマスロネオプラネット","LネオプラネットSLED",,"Lネオプラネット","セブンリーグ","6.5号機","AT","5S0798","2025/11/17","1","0","1"
"10339","S","L主役は銭形5","L銭形5L2",,"L主役は銭形5","オリンピア","6.5号機","AT","5S0796","2025/10/6","1","0","1"
"10338","P","eFもののがたり","eフィーバーもののがたりF",,"eもののがたり","SANKYO",,"ライトミドル","5P0760","2025/11/4","1","0","1"
"10337","P","PFからくりサーカス2 Light ver.","PAフィーバーからくりサーカス2YF",,"からサー2 Light ver.","SANKYO",,"甘デジ","410768","2025/12/8","0","0","1"
"10336","P","eとある科学の超電磁砲 PHASE NEXT","eとある科学の超電磁砲 LTRSY",,"eレールガンPHASE NEXT","オレンジ",,"ライトミドル","510382","2025/10/6","1","0","1"
"10335","P","P真・座頭市物語 LT99ver.","P真・座頭市物語N2-K",,"真・座頭市物語 LT99ver.","ニューギン",,"甘デジ","5P0159","2025/9/8","0","0","1"
"10334","P","Pいくさの子 戦極最強ドデカ199ver.","Pいくさの子戦極最強GRPJ",,"いくさの子 戦極最強ドデカ199ver.","サミー",,"ライトミドル","5P0888","2025/11/4","0","0","1"
"10333","P","デカスタPデビルマン THE FINAL 179ver.","PデビルマンLM3",,"デカスタPデビルマン THE FINAL 179ver.","ニューギン",,"ライトミドル","5P0364","2025/9/8","0","0","1"
"10332","P","～廻るヘソワイド～PホワイトシャカRUSH","PシャカRUSH ZD",,"～廻るヘソワイド～PホワイトシャカRUSH","マルホン",,"ライトミドル","5P0545","2025/9/22","0","0","1"
"10331","P","ぱちんこ シン・エヴァンゲリオン PREMIUM MODEL","PAシン・エヴァンゲリオンY",,"シンエヴァPREMIUM MODEL","ビスティ",,"甘デジ","3P1780","2025/9/8","0","0","1"
"10330","P","eガールズ&パンツァー 最終章","eガールズ&パンツァー3LAH1",,"eガルパン最終章","平和",,"ライトミドル","5P0311","2025/10/6","1","0","1"
"10329","P","e ノーゲーム・ノーライフ 199Ver.","eノーゲーム・ノーライフV3C",,"eノゲラ199ver.","高尾",,"ライトミドル","5P0829","2025/11/4","1","0","1"
"10328","P","e ノーゲーム・ノーライフ 319Ver.","eノーゲーム・ノーライフV1B",,"eノゲラ319ver.","高尾",,"ミドル","510211","2025/11/4","1","0","1"
"10327","P","eパリピ孔明","eパリピ孔明NB",,"eパリピ孔明","サンセイR&D",,"ミドル","5P0774","2025/9/8","1","0","1"
"10326","P","P アズールレーン THE ANIMATION 異次元トリガー 79ver.","PAアズールレーンTHE ANIMATION~異次元トリガー79Ver.~M2",,"アズレン 異次元トリガー 79ver.","京楽",,"甘デジ","4P0813","2025/9/8","0","0","1"
"10325","S","クレアの秘宝伝 ～はじまりの扉と太陽の石～ ボーナストリガーver.","LB/クレアの秘宝伝ボーナストリガーVER./A2",,"LBクレアの秘宝伝","大都技研","6.5号機","A","530057","2025/9/8","1","0","1"
"10324","P","e 聖戦士ダンバイン3 ZEROSONIC","e聖戦士ダンバイン3GREA",,"eダンバイン3","サミー",,"ライトミドル","5P0673","2025/10/6","1","0","1"
"10323","P","P FAIRY TAIL 超一夜Ver.","P FAIRY TAIL 超一夜Ver.FQY",,"FAIRY TAIL 超一夜Ver.","藤商事",,"ミドル","510006","2025/9/8","0","0","1"
"10322","P","PFダンジョンに出会いを求めるのは間違っているだろうか2 LT-Light ver.","PAフィーバーダンまち2YG",,"ダンまち2LT","SANKYO",,"甘デジ","4P1769","2025/10/6","0","0","1"
"10321","P","Pスーパー海物語IN沖縄6","Pスーパー海物語IN沖縄6LTP",,"スーパー海物語IN沖縄6","三洋物産",,"ミドル","5P0746","2025/10/6","0","0","1"
"10320","P","eGODZILLA7 TYPE-CRASH","eGODZILLA7M5",,"eGODZILLA7 TYPE-CRASH","ニューギン",,"ライトミドル","510194","2025/8/18","1","0","1"
"10319","S","L ダーリン・イン・ザ・フランキス","LダーリンインザフランキスSA",,"Lダリフラ","スパイキー","6.5号機","AT","5S0291","2025/8/4","1","0","1"
"10318","S","マジカルハロウィン ボーナストリガー","LBマジカルハロウィンGN",,"LBマジハロ","コナミアミューズメント","6.5号機","A","5S0016","2025/9/22","1","0","1"
"10317","P","Pルパン三世 ONE COLLECTION 100ver.","Pルパン三世14L0YU1",,"Pルパン三世 ONE COLLECTION 100ver.","アムテックス",,"甘デジ","5P0282","2025/9/22","0","0","1"
"10316","P","P戦国乙女7 終焉の関ヶ原 LLサイズ 299ver.","P戦国乙女7H0YZ3",,"P戦国乙女7 終焉の関ヶ原 LLサイズ 299ver.","アムテックス",,"ミドル","5P0093","2025/9/8","0","0","1"
"10315","S","スマスロ バベル","L/バベル/BA",,"Lバベル","ユニバーサルブロス","6.5号機","AT","4S0446","2025/10/6","1","0","1"
"10314","P","デジハネP頭文字D せかんど","P頭文字D2GCPC",,"頭文字D2","サミー",,"甘デジ","4P1286","2025/9/8","0","0","1"
"10313","S","スマスロ 東京リベンジャーズ","L 東京リベンジャーズ ZF",,"L東リベ","サミー","6.5号機","AT","5S0551","2025/9/8","1","0","1"
"10312","S","L アズールレーン THE ANIMATION","LアズールレーンTHE ANIMATION KN",,"L アズールレーン ","京楽","6.5号機","AT","5S0317","2025/8/4","1","0","1"
"10311","P","e女神のカフェテラス","e女神のカフェテラスJLZ",,"e女神のカフェテラス","JFJ",,"その他","510287","2025/8/18","1","0","1"
"10310","P","e真・一騎当千～軍神覚醒～396ver.","e真・一騎当千~軍神覚醒~LTM-JH",,"e真・一騎当千～軍神覚醒～396ver.","D-light",,"その他","5P0288","2025/8/4","1","0","1"
"10309","P","e真・一騎当千～軍神覚醒～319大入りver.","e真・一騎当千~軍神覚醒~AM-TS",,"e真・一騎当千～軍神覚醒～319大入りver.","D-light",,"ミドル","510289","2025/8/4","1","0","1"
"10308","S","パチスロ 転生したら剣でした","L転生したら剣でしたGT",,"L転剣","コナミアミューズメント","6.5号機","AT","5S0141","2025/8/4","1","0","1"
"10307","S","スマスロ ドルアーガの塔","Lドルアーガの塔ZA",,"Lドルアーガの塔","ミズホ","6.5号機","AT","5S0405","2025/9/8","1","0","1"
"10306","S","SLOTドルアーガの塔","S/ドルアーガの塔/ZU",,"Sドルアーガの塔","ミズホ","6.5号機","AT","4S1143","2025/9/8","0","0","1"
"10305","P","e牙狼12黄金騎士極限","e牙狼12XX-MJ",,"e牙狼12黄金騎士極限","サンセイR&D",,"その他","5P0258","2025/8/4","1","0","1"
"10304","P","デカスタe花の慶次～傾奇一転","e花の慶次~傾奇一転H6",,"e花の慶次～傾奇一転","ニューギン",,"ミドル","5P0045","2025/7/22","1","0","1"
"10303","P","PA CYBORG009 RULE OF SACRIFICE LT99Ver.","PACYBORG009N2-K",,"PA CYBORG009  LT99Ver.","ニューギン",,"甘デジ","410761","2025/7/7","0","0","1"
"10302","P","eFブルーロック","eフィーバーブルーロックMZ",,"eブルーロック","SANKYO",,"その他","5P0439","2025/9/8","1","0","1"
"10301","S","LBパチスロ ヱヴァンゲリヲン ～約束の扉～","LBエヴァンゲリオンsR",,"LBエヴァ約束","ビスティ","6.5号機","A","530121","2025/7/7","1","0","1"
"10300","P","e マギアレコード 魔法少女まどか☆マギカ外伝","eマギアレコード魔法少女まどか☆マギカ外伝KRJ1",,"eマギアレコード","京楽",,"その他","510059","2025/7/22","1","0","1"
"10299","S","LBトリプルクラウン","LBTCSF4",,"LBトリプルクラウン","岡崎産業","6.5号機","A","4S1919","2025/7/7","1","0","1"
"10298","P","e犬夜叉3.0","e犬夜叉LTM-TS",,"e犬夜叉3.0","D-light",,"その他","510142","2025/7/7","1","0","1"
"10297","S","L咲-Saki- 頂上決戦","L咲-Saki-頂上決戦YR",,"L咲","三洋物産","6.5号機","AT","5S0429","2025/8/4","1","0","1"
"10296","S","Sちゅらちゅら","Sちゅらちゅら/G",,"ちゅらちゅら","LUX","6号機","A","2S1834","2023/11/6","0","0","1"
"10295","P","e黄門ちゃま寿限無 LLサイズ","e黄門ちゃま9HC3",,"e黄門ちゃまLL","平和",,"その他","510034","2025/8/4","1","0","1"
"10294","P","P【超甘LT】豊丸のとあるパチンコにしみけん参戦 感度UP1/39","P豊丸のとあるパチンコにしみけん参戦AX2",,"しみけん参戦","豊丸",,"甘デジ","5P0324","2025/8/18","0","0","1"
"10293","P","PF戦姫絶唱シンフォギア4 Light ver.","PAフィーバー戦姫絶唱シンフォギア4AR",,"シンフォギア4 Light","SANKYO",,"甘デジ","5P0453","2025/8/4","0","0","1"
"10292","P","PF戦姫絶唱シンフォギア4 LT-Light ver.","PAフィーバー戦姫絶唱シンフォギア4YS",,"シンフォギア4 LT-Light","SANKYO",,"甘デジ","5P0116","2025/8/4","0","0","1"
"10291","P","PF機動戦士ガンダムユニコーン再来 99ver.","PAフィーバー機動戦士ガンダムユニコーン2 AR",,"ユニコーン再来 99ver.","SANKYO",,"甘デジ","5P0454","2025/7/7","0","0","1"
"10290","S","L 絶対衝激～PLATONIC HEART～","L絶対衝激TK",,"L 絶対衝激","スパイキー","6.5号機","AT","4S1524","2025/6/16","1","0","1"
"10289","P","Pワイの佐野ラーメン","Pワイの佐野ラーメンU",,"ワイの佐野ラーメン","A-gon",,"その他","4P0658","2025/7/28","0","0","1"
"10288","P","PAコマコマ倶楽部with坂本冬美 89STver.","PAコマコマ倶楽部with坂本冬美VS1",,"コマコマ倶楽部  89STver.","豊丸",,"甘デジ","5P0248","2025/7/22","0","1","1"
"10287","S","マタドールIII","LBマタドールIII TT",,"マタドールIII","北電子","6.5号機","A","530169","2025/8/4","1","0","1"
"10286","P","eシャーマンキング でっけぇえなver.","eシャーマンキングLB",,"eマンキン でっけぇえなver.","メーシー",,"その他","510123","2025/8/4","1","0","1"
"10285","P","eシャーマンキング","eシャーマンキングMH",,"eマンキン","メーシー",,"その他","4P1905","2025/8/4","1","0","1"
"10284","P","デカスタP戦国無双","P戦国無双HM3",,"デカスタP戦国無双","ニューギン",,"ミドル","410900","2025/6/2","0","0","1"
"10283","S","パチスロなめ猫～液晶ないけどなめんじゃねぇ～","Sパチスロなめ猫QQ",,"なめ猫","ボーダー","6.5号機","AT","4S1920","2025/8/4","0","0","1"
"10282","P","Pクイーンズブレイド奈落5400","PクイーンズブレイドV1C",,"クイーンズブレイド奈落5400","高尾",,"その他","510079","2025/8/4","0","0","1"
"10281","P","e 新・必殺仕置人 超斬撃99","e新・必殺仕置人~超斬撃99ver.~KA1",,"e 新・必殺仕置人 超斬撃99","京楽",,"甘デジ","4P1567","2025/6/2","1","0","1"
"10280","P","e冴えない彼女の育てかた","e/冴えない彼女の育てかた/LX04",,"e冴えカノ","大都技研",,"ライトミドル","4P1740","2025/6/2","1","0","1"
"10279","P","e一方通行 とある魔術の禁書目録","eとある魔術の禁書目録 一方通行 BIG JKZ",,"e一方通行","JFJ",,"その他","510135","2025/7/7","1","0","1"
"10278","P","PLT激デジ ジューシーハニー極嬢","Pジューシーハニー極嬢77LT-ARB",,"LTジューシーハニー極嬢","サンセイR&D",,"甘デジ","410870","2025/6/2","0","0","1"
"10277","S","スマスロ デビル メイ クライ5 スタイリッシュトライブ","Lデビルメイクライ5ST XA",,"L DMC5","アデリオン","6.5号機","AT","430767","2025/6/2","1","0","1"
"10276","P","e冒険島","e冒険島EHLC2",,"e冒険島","三洋物産",,"ライトミドル","510213","2025/7/7","1","0","1"
"10275","S","いざ!番長","L/いざ番長/SB8",,"Lいざ!番長","サボハニ","6.5号機","AT","430901","2025/6/2","1","0","1"
"10274","P","デジハネPモンスターハンターライズ","PデジハネモンスターハンターライズGSPB",,"モンハンライズ","サミー",,"甘デジ","4P1092","2025/6/2","0","0","1"
"10273","P","eF炎炎ノ消防隊2 紅丸ver.","eフィーバー炎炎ノ消防隊2MS",,"e炎炎ノ消防隊2 紅丸ver.","SANKYO",,"その他","5P0201","2025/7/7","1","0","1"
"10272","P","eF炎炎ノ消防隊2 シンラver.","eフィーバー炎炎ノ消防隊2",,"e炎炎ノ消防隊2 シンラver.","SANKYO",,"その他","5P0290","2025/7/7","1","0","1"
"10271","S","L ULTRAMAN","LパチスロULTRAMAN-KE",,"L ULTRAMAN","オッケー.","6.5号機","AT","4S1311","2025/6/2","1","0","1"
"10270","S","わたしの幸せな結婚","Lわたしの幸せな結婚PN",,"Lわたしの幸せな結婚","コナミアミューズメント","6.5号機","AT","5S0052","2025/7/7","1","0","1"
"10269","S","ネオアイムジャグラーEX","SネオアイムジャグラーEX-KK",,"ネオアイム","北電子","6号機","A","4S0346","2025/9/1","0","0","1"
"10268","P","Pドラムだ!金ドン 花火外伝99ver.","Pドラムだ!金ドンSB",,"ドラムだ!金ドン 99ver.","ミズホ",,"甘デジ","4P1098","2025/7/7","0","0","1"
"10267","S","花笠","LハナガサNA",,"L花笠","ネット","6.5号機","AT","430875","2025/5/19","1","0","1"
"10266","S","アレックス ブライト","LBAREXBRIGHTBA",,"Lアレックス","ユニバーサルブロス","6.5号機","A","5S0110","2025/7/7","1","0","1"
"10265","S","ハイビリターン-30","SハイビリターンPA-30",,"ハイビリターン-30","パイオニア","6.5号機","AT","5S0123","2025/7/7","0","0","1"
"10264","P","P緋弾のアリア～緋緋神降臨～88Ver.","P緋弾のアリア~緋緋神降臨~88Ver.FVA",,"緋弾のアリア～緋緋神降臨～88Ver.","藤商事",,"甘デジ","4P1104","2025/6/2","0","0","1"
"10263","P","P 宇宙戦艦ヤマト2202 超波動 森雪 199LT ver.","P宇宙戦艦ヤマト2202-3MF",,"宇宙戦艦ヤマト2202 199LT ver.","ビスティ",,"ライトミドル","410887","2025/5/7","0","0","1"
"10262","P","e東京リベンジャーズ","e東京リベンジャーズGFEC",,"e東京リベンジャーズ","サミー",,"ミドル","510115","2025/7/7","1","0","1"
"10261","S","LBプレミアムうまい棒","LBプレミアムうまい棒S1",,"LBプレミアムうまい棒","オリンピアエステート","6.5号機","A","4S1818","2025/6/2","1","0","1"
"10260","P","e範馬刃牙","eバキ2XAM2",,"e範馬刃牙","アムテックス",,"その他","410948","2025/6/2","1","0","1"
"10259","S","L ToLOVEるダークネス TRANCE ver.8.7","LToLOVEるダークネスS8",,"L ToLOVEるD TRANCE ver.8.7","オリンピアエステート","6.5号機","AT","530010","2025/5/19","1","0","1"
"10258","S","LBジャックポット","LBジャックポットCY1",,"LBジャックポット","ヤーマ","6.5号機","A","5S0041","2025/6/2","1","0","1"
"10257","P","PA海物語3R3","PA海物語3R3LBA",,"海物語3R3","三洋物産",,"甘デジ","4P1571","2025/6/2","0","0","1"
"10256","P","e 仮面ライダーBLACK","e仮面ライダーBLACK-KRJ2",,"e仮面ライダーBLACK","京楽",,"その他","410830","2025/5/7","1","0","1"
